                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    496,                0.66678,                0.29303,                0.89129,                  0.999,                0.99648,                  0.995,                0.84348,                0.65033,                0.24611,                0.84106,               0.004566,               0.004566,               0.004566
                    497,                0.66356,                 0.2911,                0.89227,                0.99883,                0.99599,                  0.995,                0.84596,                0.64953,                0.24671,                0.84085,               0.004555,               0.004555,               0.004555
                    498,                0.65505,                0.28786,                0.89029,                0.99903,                0.99628,                  0.995,                0.84915,                0.64594,                0.24458,                0.84001,               0.004544,               0.004544,               0.004544
                    499,                0.65647,                0.28862,                0.89262,                0.99932,                0.99631,                  0.995,                0.84924,                0.64677,                0.24431,                0.84079,               0.004533,               0.004533,               0.004533
                    500,                0.65525,                0.28704,                0.89129,                0.99904,                0.99623,                  0.995,                0.84904,                 0.6471,                0.24449,                0.84055,               0.004522,               0.004522,               0.004522
                    501,                0.65876,                0.28935,                0.89074,                0.99863,                0.99623,                  0.995,                 0.8473,                0.64669,                0.24477,                0.83951,               0.004511,               0.004511,               0.004511
                    502,                0.65494,                0.28728,                0.89143,                0.99878,                0.99633,                  0.995,                0.84674,                0.64667,                0.24467,                0.83897,                 0.0045,                 0.0045,                 0.0045
                    503,                0.65511,                  0.288,                0.88754,                0.99907,                0.99556,                  0.995,                0.84813,                0.64546,                 0.2443,                 0.8386,               0.004489,               0.004489,               0.004489
                    504,                0.65243,                0.28836,                0.89623,                0.99858,                0.99503,                  0.995,                0.84885,                0.64425,                0.24575,                0.83861,               0.004478,               0.004478,               0.004478
                    505,                0.65242,                0.28794,                0.89695,                0.99898,                0.99496,                  0.995,                0.84996,                0.64306,                0.24497,                0.83845,               0.004467,               0.004467,               0.004467
                    506,                 0.6513,                0.28637,                0.89259,                0.99905,                0.99546,                  0.995,                 0.8497,                 0.6427,                0.24487,                0.83869,               0.004456,               0.004456,               0.004456
                    507,                0.65227,                0.28835,                0.88868,                0.99889,                0.99562,                  0.995,                0.84947,                 0.6441,                0.24453,                0.83945,               0.004445,               0.004445,               0.004445
                    508,                0.65725,                0.28775,                0.89393,                0.99893,                0.99633,                  0.995,                0.84924,                0.64517,                0.24389,                0.83958,               0.004434,               0.004434,               0.004434
                    509,                0.65682,                0.28851,                0.88636,                0.99923,                0.99666,                  0.995,                0.84738,                 0.6481,                0.24466,                0.84012,               0.004423,               0.004423,               0.004423
                    510,                 0.6559,                0.28952,                0.89128,                 0.9992,                0.99652,                  0.995,                0.84574,                0.64978,                 0.2449,                0.84046,               0.004412,               0.004412,               0.004412
                    511,                0.65844,                0.29009,                0.89155,                0.99894,                 0.9975,                  0.995,                0.84631,                0.64952,                0.24442,                0.84055,               0.004401,               0.004401,               0.004401
                    512,                0.65521,                0.28808,                0.88596,                0.99908,                0.99739,                  0.995,                0.84882,                0.64794,                0.24389,                0.84028,                0.00439,                0.00439,                0.00439
                    513,                0.65409,                0.28732,                 0.8907,                0.99923,                 0.9971,                  0.995,                0.84886,                0.64699,                0.24337,                0.84078,               0.004379,               0.004379,               0.004379
                    514,                0.64943,                0.28649,                0.88724,                0.99952,                0.99697,                  0.995,                0.84883,                 0.6473,                0.24361,                 0.8407,               0.004368,               0.004368,               0.004368
                    515,                0.64945,                0.28651,                0.88949,                0.99944,                0.99701,                  0.995,                0.84784,                0.64844,                0.24459,                  0.841,               0.004357,               0.004357,               0.004357
                    516,                0.65091,                0.28699,                0.88913,                0.99923,                0.99703,                  0.995,                0.84765,                 0.6465,                0.24386,                0.84043,               0.004346,               0.004346,               0.004346
                    517,                0.65252,                  0.286,                0.89211,                0.99879,                0.99715,                  0.995,                0.84877,                0.64315,                0.24327,                0.83951,               0.004335,               0.004335,               0.004335
                    518,                0.65985,                0.28904,                0.89214,                0.99934,                0.99686,                  0.995,                 0.8496,                0.64287,                0.24357,                0.83924,               0.004324,               0.004324,               0.004324
                    519,                0.65007,                0.28701,                0.89328,                0.99918,                0.99685,                  0.995,                0.84798,                0.64401,                0.24382,                 0.8397,               0.004313,               0.004313,               0.004313
                    520,                 0.6638,                0.28998,                0.88682,                0.99874,                 0.9976,                  0.995,                0.84804,                0.64531,                0.24403,                0.83978,               0.004302,               0.004302,               0.004302
                    521,                 0.6514,                0.28677,                0.88791,                0.99885,                0.99652,                  0.995,                0.84795,                0.64652,                0.24506,                0.83931,               0.004291,               0.004291,               0.004291
                    522,                0.65234,                0.28601,                0.88591,                0.99905,                0.99633,                  0.995,                0.84614,                0.64943,                 0.2458,                0.83939,                0.00428,                0.00428,                0.00428
                    523,                0.64438,                0.28332,                0.88693,                0.99879,                0.99675,                  0.995,                0.84673,                0.64766,                0.24554,                 0.8388,               0.004269,               0.004269,               0.004269
                    524,                0.65956,                0.29007,                0.88471,                0.99902,                0.99657,                  0.995,                0.84766,                0.64608,                0.24461,                0.83856,               0.004258,               0.004258,               0.004258
                    525,                0.66169,                0.29146,                0.89542,                 0.9984,                0.99734,                  0.995,                0.84719,                0.64448,                0.24416,                 0.8383,               0.004247,               0.004247,               0.004247
                    526,                0.64804,                0.28515,                0.88632,                0.99913,                0.99648,                  0.995,                0.84647,                0.64562,                0.24417,                0.83884,               0.004236,               0.004236,               0.004236
                    527,                0.65108,                0.28644,                 0.8853,                0.99918,                0.99685,                  0.995,                0.84649,                0.64445,                0.24282,                0.83877,               0.004225,               0.004225,               0.004225
                    528,                0.65001,                0.28549,                0.88741,                0.99932,                0.99688,                  0.995,                0.84584,                0.64509,                0.24213,                0.83909,               0.004214,               0.004214,               0.004214
                    529,                0.64693,                0.28381,                0.89004,                0.99932,                0.99686,                  0.995,                0.84464,                0.64517,                 0.2423,                0.83886,               0.004203,               0.004203,               0.004203
                    530,                0.65247,                 0.2875,                0.88622,                0.99923,                0.99681,                  0.995,                0.84488,                0.64543,                 0.2427,                0.83885,               0.004192,               0.004192,               0.004192
                    531,                0.64586,                0.28434,                0.89116,                 0.9992,                0.99705,                  0.995,                0.84425,                0.64752,                 0.2426,                0.83952,               0.004181,               0.004181,               0.004181
                    532,                0.65049,                0.28541,                 0.8914,                0.99902,                0.99725,                  0.995,                0.84443,                0.64777,                0.24256,                0.84026,                0.00417,                0.00417,                0.00417
